workerid,proliferate.condition,choice,correct,gender,lexeme,name,response,trial_id,trial_no,type,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.gender_q1,subject_information.gender_q10,subject_information.gender_q11,subject_information.gender_q12,subject_information.gender_q13,subject_information.gender_q2,subject_information.gender_q3,subject_information.gender_q4,subject_information.gender_q5,subject_information.gender_q6,subject_information.gender_q7,subject_information.gender_q8,subject_information.gender_q9,subject_information.language,subject_information.party_alignment,subject_information.price,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
695,Pilot,True,,,,,,example,,,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,filler,school,filler,is,,0,filler_grammatical,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,female,crewmember,Hannah,crewmember,,1,critical,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,filler,Belgrade,filler,over,,2,filler_grammatical,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,filler,China,filler,to,,3,filler_grammatical,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,filler,go,filler,go,,4,filler_grammatical,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,filler,drink,filler,coffee,,5,filler_semantic,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,filler,lawyer,filler,solicitor,,6,filler_semantic,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,filler,page,filler,page,,7,filler_semantic,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,male,firefighter,Matthew,firefighter,,8,critical,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,1,attention,olympics,attention,United States,,9,test_grammatical,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,filler,numbers,filler,numbers,,10,filler_semantic,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,filler,tree,filler,down,,11,filler_grammatical,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,female,police officer,Elizabeth,policewoman,,12,critical,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,male,heir,Joseph,heir,,13,critical,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,filler,over,filler,over,,14,filler_grammatical,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,filler,dancer,filler,choreographer,,15,filler_semantic,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,filler,Kiwi,filler,has,,16,filler_grammatical,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,filler,bird,filler,penguins,,17,filler_semantic,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
695,Pilot,,0,filler,fish,filler,goldfish,,18,filler_semantic,24,Yes,,3,2,Female,100,0,0,0,0,100,100,100,100,15,0,0,0,English,5,1,Chrome,Mac,900,1440,7.933616666666667,
